D4370,麥寮,麥寮站,2017/10/31,04:00:00,7,416,25.9,50.1,31.5,36.1,169,2.1,0.17,5.5,549,11,8.5,0,7.1,1.6,懸浮微粒,對所有族群不健康,2017/10/30 13:00
D434T,麥寮,褒忠站,2017/10/31,04:00:00,6,429,26.7,49,32.4,35,169,2.1,0.17,5.5,549,11,8.5,0,7.1,1.6,懸浮微粒,對所有族群不健康,2017/10/30 13:00
D4372,麥寮,元長站,2017/10/31,04:00:00,6,404,29.9,41.8,30.9,38.7,169,2.1,0.17,5.5,549,11,8.5,0,7.1,1.6,懸浮微粒,對所有族群不健康,2017/10/30 13:00
D4357,麥寮,崙背站,2017/10/31,04:00:00,6,414,26.7,50.9,30.1,39.9,169,2.1,0.17,5.5,549,11,8.5,0,7.1,1.6,懸浮微粒,對所有族群不健康,2017/10/30 13:00
D434F,新港,六腳站,2017/10/31,04:00:00,39,422,25.9,52.3,32.1,38,91,2.3,0.25,6.6,104,5.4,353,0,7.5,0.9,細懸浮微粒,普通,2017/10/30 13:00
D4360,新港,新港站,2017/10/31,04:00:00,22,448,24.6,54.7,26.7,47.8,91,2.3,0.25,6.6,104,5.4,353,0,7.5,0.9,細懸浮微粒,普通,2017/10/30 13:00
D435A,新港,水林站,2017/10/31,04:00:00,11,470,26.9,50.1,30.1,40.9,91,2.3,0.25,6.6,104,5.4,353,0,7.5,0.9,細懸浮微粒,普通,2017/10/30 13:00
D4397,新港,嘉保站,2017/10/31,04:00:00,11,411,27.5,51,35.1,31.3,91,2.3,0.25,6.6,104,5.4,353,0,7.5,0.9,細懸浮微粒,普通,2017/10/30 13:00
D434G,新港,蒜頭站,2017/10/31,04:00:00,10,427,26.4,51.5,31.1,39,91,2.3,0.25,6.6,104,5.4,353,0,7.5,0.9,細懸浮微粒,普通,2017/10/30 13:00
D4349,新港,北港站,2017/10/31,04:00:00,10,412,26.9,51.6,28.9,43.9,91,2.3,0.25,6.6,104,5.4,353,0,7.5,0.9,細懸浮微粒,普通,2017/10/30 13:00
D439L,新營,白交站,2017/10/31,04:00:00,23,491,25.4,58.8,30.6,43.3,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D4354,新營,柳營站,2017/10/31,04:00:00,19,460,27.4,51.6,0,0,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D43X6,新營,長榮路站,2017/10/31,04:00:00,18,470,25.9,55.7,30.7,41.3,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D434X,新營,東山站,2017/10/31,04:00:00,15,481,28.3,51.5,33.1,38.4,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D4358,新營,後壁站,2017/10/31,04:00:00,15,445,30.2,44.5,35.9,32.1,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D4361,新營,義竹站,2017/10/31,04:00:00,13,459,26.4,53.8,30.4,42.5,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D434R,新營,鹿草站,2017/10/31,04:00:00,12,452,27.2,51.9,31.6,39.2,92,2.8,0.25,8.3,99,4.4,5.4,0,9.2,0.9,細懸浮微粒,普通,2017/10/30 13:00
D517L,楠梓,左楠站,2017/10/31,04:00:00,32,449,28.1,48.1,34.5,35.4,96,6.4,0.44,16,100,3.5,271,0,19,2.5,細懸浮微粒,普通,2017/10/30 13:00
D5146,楠梓,後勁站,2017/10/31,04:00:00,30,435,29.2,47,33,37.3,96,6.4,0.44,16,100,3.5,271,0,19,2.5,細懸浮微粒,普通,2017/10/30 13:00
D516W,楠梓,楠梓加工區站,2017/10/31,04:00:00,19,500,30.1,51.3,35.8,36.4,96,6.4,0.44,16,100,3.5,271,0,19,2.5,細懸浮微粒,普通,2017/10/30 13:00
D514E,楠梓,鼓山三路站,2017/10/31,04:00:00,17,418,28.3,52.2,35.1,34.9,96,6.4,0.44,16,100,3.5,271,0,19,2.5,細懸浮微粒,普通,2017/10/30 13:00
